CustomerID,Churn_Actual,Churn_Pred,Churn_Prob,RiskLevel,CustomerGrade,MonthlyOrderFreq,Dormancy_Shock,Recency_Tenure_Ratio,CashbackPerOrder,Promo_Sensitivity,Satisfaction_Per_Order,IssueIndex,Silent_Killer,Stagnant_Loyal,OrderAmountHikeFromlastYear,Tenure_log,NumberOfAddress
C0214,0,0,1e-04,안전,Platinum,0.087,0.4615,0.1739,80.0,0.6667,1.3333,0,0,0,18.0,3.1781,8
C0215,1,1,0.5159,주의,Silver,0.1429,1.1111,0.7143,60.29,0.0,1.5,0,0,0,14.0,2.0794,1
C0216,0,0,0.0048,안전,Platinum,0.3448,3.3,0.4138,21.82,0.4545,0.2727,0,0,0,14.0,3.4012,6
C0217,1,1,0.9765,고위험,Risk,2.0,0.75,1.0,49.66,0.3333,1.6667,1,0,0,18.0,0.6931,3
C0218,0,0,0.0117,안전,Platinum,0.8571,4.5,1.2857,34.29,0.4286,0.7143,0,0,0,14.0,2.0794,8
C0219,0,0,0.0148,안전,Platinum,1.0,3.0,2.5,58.12,0.6667,0.3333,0,1,0,14.0,1.0986,3
C0220,0,0,0.0981,안전,VIP,3.0,2.4,3.0,32.99,0.25,1.25,0,0,0,12.0,0.6931,2
C0221,0,0,0.0065,안전,Platinum,0.3333,2.2857,0.5333,22.79,0.0,0.1667,0,1,0,13.0,2.7726,2
C0222,0,0,0.0023,안전,Platinum,0.2222,3.5,1.5556,68.65,0.3333,1.3333,0,0,0,14.0,2.3026,2
C0223,0,0,0.0005,안전,Platinum,0.0333,0.4375,0.2333,109.52,0.0,1.0,1,0,1,14.0,3.434,4
C0224,0,0,0.3442,관심,Gold,0.0952,0.125,0.0476,51.59,0.3333,1.0,0,0,0,20.0,3.091,5
C0225,0,0,0.003,안전,Platinum,0.2857,0.9,0.4286,56.07,0.3333,1.3333,0,0,0,14.0,2.0794,3
C0226,0,1,0.7171,주의,Silver,0.1579,0.5217,0.1579,58.15,0.5,1.25,1,0,0,13.0,2.9957,6
C0227,0,0,0.0364,안전,Platinum,0.5,0.0,0.0,62.26,0.0,1.5,0,0,0,18.0,1.0986,7
C0228,0,0,0.0004,안전,Platinum,0.3636,2.0323,0.3182,16.52,0.8889,0.5556,0,0,0,13.0,3.1355,10
C0229,0,0,0.0236,안전,Platinum,1.5,2.0,1.5,40.92,0.25,0.25,1,0,0,13.0,1.0986,3
C0230,0,0,0.0115,안전,Platinum,0.25,0.3333,0.25,56.11,0.0,1.5,0,0,0,22.0,1.6094,2
C0231,0,0,0.1474,안전,Platinum,0.0714,0.375,0.2143,61.39,0.0,2.0,1,0,0,11.0,2.7081,4
C0232,0,0,0.004,안전,Platinum,0.25,0.8182,0.375,54.12,0.6667,0.6667,0,1,0,20.0,2.1972,2
C0233,0,0,0.0826,안전,VIP,3.0,2.4,3.0,32.99,0.25,1.25,0,0,0,12.0,0.6931,2
C0234,1,1,0.8584,위험,Risk,2.0,0.75,1.0,53.28,0.3333,1.0,0,0,0,12.0,0.6931,4
C0235,1,1,0.9894,고위험,Risk,0.1111,0.0,0.0,61.42,0.5,1.0,1,0,0,23.0,2.3026,19
C0236,0,0,0.0042,안전,Platinum,1.0833,1.6154,0.25,17.14,0.4286,0.0714,0,1,0,14.0,2.5649,2
C0237,1,1,0.9587,고위험,Risk,2.0,0.75,1.0,51.52,0.6667,1.6667,0,0,0,18.0,0.6931,2
C0238,0,0,0.0003,안전,Platinum,0.0435,0.48,0.2609,120.0,0.5,2.0,0,0,0,14.0,3.1781,4
C0239,0,0,0.012,안전,Platinum,2.0,2.25,3.0,51.06,0.3333,1.6667,0,0,0,17.0,0.6931,4
C0240,0,0,0.0005,안전,Platinum,0.0385,0.1429,0.0769,85.02,0.0,0.5,0,1,0,15.0,3.2958,4
C0241,0,0,0.0065,안전,Platinum,0.625,6.4286,1.875,34.48,0.5,0.5,1,0,0,20.0,2.1972,2
C0242,0,0,0.1253,안전,Platinum,0.2143,2.6667,0.8571,58.39,0.5,0.25,0,1,0,12.0,2.7081,9
C0243,0,0,0.0,안전,Platinum,0.1613,0.6486,0.129,40.0,0.5,0.1667,1,0,1,14.0,3.4657,5
C0244,0,0,0.0146,안전,Platinum,0.9333,3.5,0.4667,15.3,0.4,0.2,1,0,0,14.0,2.7726,2
C0245,0,0,0.0033,안전,Platinum,0.1667,0.5,0.3333,85.52,0.0,1.5,0,0,0,12.0,1.9459,1
C0246,0,0,0.0017,안전,Platinum,0.3333,2.1818,0.3333,26.67,0.5556,0.3333,1,0,0,14.0,3.2189,4
C0247,0,0,0.0108,안전,Platinum,0.2222,0.5,0.2222,41.81,0.6667,1.0,0,0,0,13.0,2.3026,5
C0248,0,0,0.2334,관심,Gold,1.0,1.8,1.5,48.6,0.6667,1.6667,0,0,0,12.0,1.0986,4
C0249,0,0,0.0004,안전,Platinum,0.069,0.0937,0.0345,80.0,0.3333,1.6667,0,0,0,14.0,3.4012,10
C0250,0,0,0.4882,관심,Gold,10.0,0.9091,10.0,62.83,0.0,1.5,1,0,0,15.0,0.0,2
C0251,1,1,0.6264,주의,Silver,0.6667,3.75,0.4286,16.0,0.5333,0.2667,1,0,0,14.0,3.091,9
C0252,0,0,0.0006,안전,Platinum,0.9167,5.0,0.8333,12.13,0.1667,0.25,0,0,0,11.0,2.5649,2
C0253,0,0,0.0277,안전,Platinum,0.2,0.5714,0.4,69.66,0.5,2.0,0,0,0,11.0,1.7918,3
C0254,0,0,1e-04,안전,Platinum,0.4839,5.1064,0.4839,15.0,0.1875,0.25,0,0,1,23.0,3.4657,6
C0255,0,0,0.0672,안전,Platinum,0.5,2.0,2.0,79.34,0.5,1.5,0,0,0,11.0,1.0986,10
C0256,1,1,0.9952,고위험,Risk,20.0,1.8182,20.0,51.47,0.3333,0.3333,1,0,0,14.0,0.0,7
C0257,1,1,0.9878,고위험,Risk,70.0,6.3636,70.0,19.77,0.0,0.125,1,0,0,18.0,0.0,2
C0258,0,0,0.003,안전,Platinum,0.069,0.4687,0.1724,80.0,0.6667,1.3333,1,0,0,14.0,3.4012,6
C0259,0,0,0.0714,안전,Platinum,2.0,7.0,3.3333,18.67,0.7143,0.7143,0,0,0,11.0,1.3863,2
C0260,0,0,0.0013,안전,Platinum,0.0833,1.0,0.5833,65.34,0.0,1.5,0,0,0,15.0,2.5649,1
C0261,0,0,0.0028,안전,Platinum,0.3333,0.9231,0.3333,37.19,0.5,0.25,0,1,0,14.0,2.3026,3
C0262,0,0,0.0357,안전,Platinum,0.4118,4.8,0.8824,30.0,0.5,0.375,0,0,0,14.0,2.8904,9
C0263,0,0,0.4654,관심,Gold,2.0,2.25,3.0,54.92,0.3333,1.0,1,0,0,20.0,0.6931,8
C0264,0,0,0.0035,안전,Platinum,0.2,1.8462,0.8,53.97,0.3333,1.3333,0,0,0,13.0,2.3979,3
C0265,0,0,1e-04,안전,Platinum,0.3333,2.8,2.3333,76.47,0.5,1.5,0,0,0,16.0,1.3863,4
C0266,0,0,0.0072,안전,Platinum,0.0526,0.6667,0.3684,104.22,0.5,1.5,0,0,0,13.0,2.9957,7
C0267,0,0,0.0092,안전,Platinum,0.1,0.1667,0.1,70.98,0.0,2.0,1,0,0,12.0,2.3979,3
C0268,0,0,0.0188,안전,Platinum,0.1538,1.3125,0.5385,74.97,0.6667,1.6667,0,0,0,16.0,2.6391,6
C0269,0,0,0.0008,안전,Platinum,0.5,3.4286,2.0,59.31,0.6667,1.0,0,0,0,17.0,1.6094,5
C0270,0,0,0.0005,안전,Platinum,0.4667,4.6667,0.4667,16.0,0.2,0.2667,0,0,1,22.0,3.434,5
C0271,1,1,0.5774,주의,Silver,0.1429,0.8889,0.5714,60.74,0.0,2.0,1,0,0,11.0,2.0794,1
C0272,0,0,0.0035,안전,Platinum,0.3,0.8571,0.3,37.61,0.75,0.75,0,0,0,14.0,2.3979,6
C0273,0,0,0.0016,안전,Platinum,0.1667,0.6,0.25,51.33,0.3333,1.3333,0,0,0,20.0,2.5649,2
C0274,0,0,0.0044,안전,Platinum,0.0556,0.7,0.3889,120.0,0.5,0.5,0,1,0,14.0,2.9444,1
C0275,0,0,0.0018,안전,Platinum,0.4,1.5,0.8,53.26,0.3333,1.0,0,0,0,15.0,1.7918,3
C0276,0,0,0.0032,안전,Platinum,0.0526,0.7619,0.4211,120.0,0.5,2.0,0,0,0,14.0,2.9957,3
C0277,0,0,0.0032,안전,Platinum,0.6667,1.5,1.0,58.52,0.6667,0.3333,1,0,0,16.0,1.3863,3
C0278,0,0,0.0103,안전,Platinum,0.0625,1.0,0.5625,87.55,0.5,1.5,0,0,0,17.0,2.8332,2
C0279,0,0,0.0105,안전,Platinum,0.7778,3.2941,0.7778,25.32,0.875,0.625,1,0,0,21.0,2.3026,3
C0280,0,0,0.0013,안전,Platinum,0.0909,0.0,0.0,82.76,0.5,1.5,0,0,0,14.0,2.4849,10
C0281,0,0,0.0075,안전,Platinum,0.1111,0.3636,0.2222,77.81,0.0,2.5,1,0,0,13.0,2.3026,4
C0282,0,0,0.0136,안전,Platinum,0.25,0.5455,0.25,68.68,0.3333,0.3333,1,0,0,13.0,2.1972,5
C0283,0,0,0.0057,안전,Platinum,1.0,5.5556,2.5,34.29,0.4,0.4,1,0,0,14.0,1.6094,2
C0284,1,1,0.5525,주의,Silver,0.25,0.0,0.0,56.8,0.5,1.5,0,0,0,12.0,1.6094,2
C0285,0,0,0.0869,안전,Platinum,1.0,3.6842,0.7778,19.98,0.1,0.2,0,1,0,14.0,2.3026,2
C0286,0,0,0.0003,안전,Platinum,0.1364,0.4615,0.1364,41.85,0.25,0.75,0,0,0,14.0,3.1355,4
C0287,0,0,0.0003,안전,Platinum,2.0,3.75,5.0,56.34,0.3333,1.0,0,0,0,17.0,0.6931,3
C0288,1,1,0.9948,고위험,Risk,2.0,3.0,4.0,55.95,0.3333,1.6667,0,0,0,21.0,0.6931,5
C0289,0,0,0.0714,안전,VIP,10.0,6.3636,70.0,107.78,0.5,1.0,0,1,0,21.0,0.0,10
C0290,0,0,0.0387,안전,Platinum,0.375,2.3333,0.875,55.97,0.5,0.25,0,1,0,22.0,2.1972,3
C0291,0,0,0.0084,안전,Platinum,0.125,0.8,0.5,71.61,0.0,1.5,0,0,0,17.0,2.1972,2
C0292,1,1,0.7107,주의,Silver,3.75,6.4,2.0,15.0,0.5625,0.1875,0,0,0,14.0,1.6094,2
C0293,0,0,0.0003,안전,Platinum,0.125,1.4211,0.5625,80.0,0.0,0.3333,1,0,0,22.0,2.8332,6
C0294,0,0,0.3153,관심,Gold,0.25,1.6667,1.25,82.91,0.5,1.0,1,0,0,13.0,1.6094,5
C0295,0,0,0.0055,안전,Platinum,0.0714,0.875,0.5,84.06,0.0,1.5,1,0,0,17.0,2.7081,3
C0296,0,1,0.8169,위험,Risk,4.0,2.5,3.0,33.75,0.6,0.6,0,0,0,16.0,0.6931,3
C0297,1,1,0.8304,위험,Risk,6.0,6.125,7.0,23.13,0.8571,0.2857,1,0,0,16.0,0.6931,3
C0298,0,0,0.2544,관심,Gold,0.4,1.5,0.8,59.44,0.3333,1.6667,0,0,0,14.0,1.7918,9
C0299,0,0,0.0004,안전,Platinum,0.2667,3.5,0.9333,48.0,0.4,0.6,0,0,0,11.0,2.7726,6
C0300,0,0,0.0019,안전,Platinum,0.6,2.8824,0.7,22.82,0.8571,0.7143,1,0,0,13.0,2.3979,5
C0301,0,0,0.0531,안전,Platinum,0.125,0.2,0.125,71.24,0.5,1.5,1,0,0,11.0,2.1972,2
C0302,0,0,0.154,안전,Platinum,2.0,1.5,2.0,45.74,0.3333,1.0,0,0,0,23.0,0.6931,3
C0303,0,0,0.0223,안전,Platinum,0.2,1.8462,0.8,58.6,0.6667,0.6667,0,1,0,14.0,2.3979,6
C0304,0,0,0.0061,안전,Platinum,0.1333,0.1667,0.0667,57.55,0.6667,0.6667,1,0,0,12.0,2.7726,5
C0305,1,1,0.8342,위험,Risk,0.1176,1.05,0.4118,75.56,0.3333,0.3333,0,1,0,17.0,2.8904,2
C0306,0,0,0.0166,안전,Platinum,0.6667,4.0,2.6667,50.05,0.6667,0.3333,0,1,0,23.0,1.3863,6
C0307,0,0,0.4876,관심,Gold,2.0,2.25,3.0,58.33,0.3333,1.0,0,0,0,22.0,0.6931,2
C0308,0,0,0.0016,안전,Platinum,0.2,1.7143,1.2,77.35,0.0,2.0,0,0,0,13.0,1.7918,1
C0309,0,1,0.8195,위험,Risk,0.375,1.0,0.375,46.32,0.5,0.25,0,1,0,13.0,2.1972,7
C0310,0,0,0.0208,안전,Platinum,0.2222,2.25,1.0,67.74,0.3333,0.6667,0,1,0,14.0,2.3026,8
C0311,0,0,0.0157,안전,Platinum,0.1111,0.3636,0.2222,75.66,0.5,2.0,0,0,0,13.0,2.3026,8
C0312,1,1,0.8074,위험,Risk,2.0,0.75,1.0,45.87,0.3333,1.3333,0,0,0,13.0,0.6931,3
C0313,0,0,0.0117,안전,Platinum,0.7143,3.2308,1.0,21.28,0.8333,0.5,0,0,0,12.0,2.0794,4
C0314,0,0,0.0691,안전,VIP,10.0,2.7273,30.0,71.28,0.5,2.5,0,0,0,12.0,0.0,2
C0315,0,0,0.0064,안전,Platinum,0.25,1.5,0.5,40.97,0.0,1.0,0,0,0,15.0,2.5649,10
C0316,0,0,0.3055,관심,Gold,0.0714,0.25,0.1429,60.31,0.0,2.5,0,0,0,14.0,2.7081,4
C0317,0,0,0.0152,안전,Platinum,0.1667,0.6,0.25,54.81,0.3333,0.3333,1,0,0,12.0,2.5649,7
C0318,0,0,0.0018,안전,Platinum,0.5385,0.381,0.0769,19.34,0.875,0.625,0,0,0,12.0,2.6391,1
C0319,0,0,0.0271,안전,Platinum,0.1429,0.0,0.0,64.9,0.0,0.5,0,1,0,17.0,2.0794,4
C0320,0,1,0.815,위험,Risk,0.375,1.0,0.375,46.32,0.75,0.25,0,1,0,13.0,2.1972,7
C0321,0,0,0.3019,관심,Gold,10.0,2.7273,30.0,64.07,0.5,1.5,1,0,0,14.0,0.0,2
C0322,0,0,0.0002,안전,Platinum,0.5714,3.3333,1.1429,33.6,0.4,0.6,0,0,0,21.0,2.0794,2
C0323,1,1,0.8873,위험,Risk,0.2,1.6842,0.5333,37.4,0.25,0.75,1,0,0,13.0,2.7726,11
C0324,1,0,0.3631,관심,Gold,0.25,0.6667,0.5,65.7,0.0,2.0,1,0,0,22.0,1.6094,2
C0325,0,0,0.0059,안전,Platinum,0.1667,1.4,0.5833,71.08,0.3333,1.0,0,0,0,19.0,2.5649,2
C0326,0,0,0.0297,안전,Platinum,0.0588,0.3158,0.1765,77.27,0.5,2.5,1,0,0,21.0,2.8904,6
C0327,0,0,0.0146,안전,Platinum,0.75,1.8667,0.5,28.96,0.2857,0.5714,0,0,0,18.0,2.1972,3
C0328,0,0,0.0028,안전,Platinum,0.08,0.1071,0.04,50.74,0.6667,0.6667,0,1,0,12.0,3.2581,3
C0329,0,0,0.4081,관심,Gold,0.5,0.0,0.0,63.21,0.0,1.5,0,0,0,11.0,1.0986,2
C0330,0,0,0.0037,안전,Platinum,0.4333,3.5,0.3667,14.48,0.2143,0.3571,0,0,1,19.0,3.434,5
C0331,0,0,0.2113,관심,Gold,2.0,2.25,3.0,53.66,0.6667,1.3333,0,0,0,23.0,0.6931,10
C0332,0,0,0.0083,안전,Platinum,0.3333,2.6667,1.3333,49.57,0.3333,1.3333,0,0,0,14.0,1.9459,3
C0333,0,0,0.0158,안전,Platinum,0.1429,0.6667,0.4286,60.94,0.0,1.5,0,0,0,12.0,2.0794,1
C0334,0,0,0.0009,안전,VIP,2.3333,5.0909,2.3333,19.13,0.5,0.25,0,1,0,23.0,1.3863,8
C0335,1,1,0.9924,고위험,Risk,20.0,1.8182,20.0,44.88,0.6667,0.6667,1,0,0,13.0,0.0,6
C0336,0,0,0.007,안전,Platinum,1.1818,10.08,1.6364,11.1,0.7857,0.3571,0,0,0,13.0,2.4849,3
C0337,0,1,0.5967,주의,Silver,10.0,0.0,0.0,64.68,0.0,0.5,1,0,0,13.0,0.0,2
C0338,0,0,0.019,안전,Platinum,0.04,0.0,0.0,67.41,0.5,0.5,0,1,0,15.0,3.2581,3
C0339,0,0,0.001,안전,Platinum,0.4286,0.0,0.0,18.46,0.0769,0.1538,0,1,0,13.0,3.3673,3
C0340,0,0,0.0258,안전,Platinum,0.25,1.0,0.75,76.66,0.5,2.5,0,0,0,13.0,1.6094,8
C0341,0,0,0.0,안전,Platinum,0.0333,0.5625,0.3,76.1,0.0,0.5,1,0,1,18.0,3.434,1
C0342,0,0,0.0045,안전,Platinum,0.2222,0.75,0.3333,54.72,0.3333,0.3333,0,1,0,21.0,2.3026,3
C0343,0,0,0.109,안전,Platinum,10.0,1.8182,20.0,62.5,0.5,2.5,0,0,0,14.0,0.0,2
C0344,1,1,0.607,주의,Silver,0.25,1.6364,0.75,68.26,0.3333,0.6667,0,1,0,12.0,2.1972,3
C0345,0,0,0.0046,안전,Platinum,0.2857,3.0,1.4286,59.96,0.3333,1.0,0,0,0,15.0,2.0794,3
C0346,0,1,0.6156,주의,Silver,2.0,0.75,1.0,49.47,0.6667,1.6667,0,0,0,14.0,0.6931,3
C0347,0,0,0.0178,안전,Platinum,0.1111,1.2727,0.7778,75.4,0.5,1.0,0,1,0,13.0,2.3026,5
C0348,0,0,0.309,관심,Gold,0.2857,0.0,0.0,46.05,0.6667,1.0,1,0,0,17.0,2.0794,2
C0349,0,0,0.0073,안전,Platinum,0.5714,3.1304,0.5714,18.83,0.8889,0.5556,0,0,0,13.0,2.7081,4
C0350,0,0,0.0086,안전,Platinum,0.2857,0.3,0.1429,66.29,0.3333,0.3333,0,1,0,21.0,2.0794,2
C0351,0,0,0.0002,안전,Platinum,0.037,0.3448,0.1852,79.7,0.5,2.5,0,0,0,14.0,3.3322,3
C0352,0,0,0.0004,안전,Platinum,0.0769,0.5172,0.1923,51.5,0.6667,1.6667,0,0,0,14.0,3.2958,11
C0353,0,0,0.1541,안전,Platinum,2.0,3.75,5.0,50.75,0.3333,0.6667,1,0,0,12.0,0.6931,3
C0354,1,1,0.8183,위험,Risk,6.0,6.125,7.0,23.13,0.7143,0.1429,1,0,0,16.0,0.6931,3
C0355,0,0,0.1995,안전,Platinum,0.1667,0.4,0.1667,51.86,0.3333,1.0,1,0,0,14.0,2.5649,8
C0356,0,0,1e-04,안전,Platinum,0.16,1.1667,0.28,46.19,0.2,0.8,0,0,0,12.0,3.2581,4
C0357,0,0,0.0015,안전,Platinum,0.2857,0.9,0.4286,53.17,0.6667,0.3333,0,1,0,19.0,2.0794,5
C0358,0,0,0.0013,안전,Platinum,0.1538,1.5,0.6154,51.9,0.3333,1.0,0,0,0,16.0,2.6391,2
C0359,0,0,0.0014,안전,Platinum,0.4,1.875,1.0,56.15,0.3333,1.0,0,0,0,13.0,1.7918,2
C0360,0,0,0.0022,안전,Platinum,0.1538,1.5,0.6154,54.18,0.3333,1.0,0,0,0,12.0,2.6391,3
C0361,0,0,0.047,안전,Platinum,0.6,3.1111,1.4,47.5,0.5,0.5,0,1,0,14.0,1.7918,2
C0362,0,0,0.0016,안전,Platinum,1.8,5.3333,1.6,17.5,0.2,0.5,0,0,0,22.0,1.7918,3
C0363,0,0,0.0005,안전,Platinum,0.1111,0.5714,0.2222,63.22,0.3333,0.3333,1,0,0,14.0,2.9444,4
C0364,0,0,0.0071,안전,Platinum,0.3,2.0741,0.4,22.75,0.4286,0.7143,0,0,0,13.0,3.0445,8
C0365,0,0,0.0006,안전,Platinum,0.5,4.5,1.2,31.81,0.8333,0.3333,1,0,0,18.0,2.3979,2
C0366,0,0,0.0041,안전,Platinum,0.0588,1.0526,0.5882,120.0,0.5,0.5,1,0,0,14.0,2.8904,1
C0367,0,0,0.0077,안전,Platinum,0.125,0.8,0.5,50.0,0.0,2.5,0,0,0,16.0,2.1972,1
C0368,1,1,0.8834,위험,Risk,2.0,1.5,2.0,50.15,0.3333,1.3333,0,0,0,17.0,0.6931,7
C0369,0,0,0.062,안전,Platinum,0.2,1.8462,0.8,65.31,0.6667,1.0,0,0,0,13.0,2.3979,5
C0370,0,0,0.0212,안전,Platinum,0.0769,0.4,0.2308,78.58,0.0,2.0,0,0,0,12.0,2.6391,8
C0371,0,0,0.0298,안전,Platinum,0.1429,0.1765,0.0714,63.39,0.6667,1.6667,1,0,0,17.0,2.7081,4
C0372,1,1,0.6509,주의,Silver,0.25,0.3333,0.25,61.46,0.0,1.5,0,0,0,12.0,1.6094,2
C0373,0,0,1e-04,안전,Platinum,0.0435,0.16,0.087,120.0,0.5,2.5,1,0,0,11.0,3.1781,5
C0374,0,0,0.0012,안전,Platinum,0.0667,0.2353,0.1333,80.31,0.0,1.0,1,0,0,13.0,2.7726,10
C0375,0,0,0.0193,안전,Platinum,0.0625,0.0,0.0,120.0,0.5,2.5,0,0,0,24.0,2.8332,7
C0376,1,1,0.9875,고위험,Risk,20.0,1.8182,20.0,49.29,0.6667,0.3333,1,0,0,14.0,0.0,10
C0377,0,0,1e-04,안전,Platinum,0.0417,0.0,0.0,77.2,0.0,0.5,1,0,0,22.0,3.2189,1
C0378,0,0,0.0139,안전,Platinum,0.0833,0.2857,0.1667,78.68,0.0,1.5,0,0,0,19.0,2.5649,7
C0379,0,0,0.0017,안전,Platinum,0.2308,3.0588,1.0,58.09,1.0,0.75,0,0,0,15.0,2.6391,8
C0380,0,0,0.0204,안전,VIP,10.0,2.7273,30.0,71.3,0.0,1.5,1,0,0,12.0,0.0,2
C0381,0,0,0.0154,안전,Platinum,0.5,0.8571,0.5,40.69,0.6667,1.0,0,0,0,16.0,1.6094,2
C0382,0,0,0.001,안전,Platinum,0.0833,1.3333,0.5,80.0,0.3333,1.6667,0,0,0,16.0,3.2189,7
C0383,0,0,0.0307,안전,VIP,4.0,4.1667,5.0,31.32,0.2,0.2,0,1,0,18.0,0.6931,2
C0384,0,0,0.0006,안전,Platinum,0.8333,8.4706,1.0,15.0,0.1875,0.3125,0,0,0,14.0,2.9444,5
C0385,0,0,0.0329,안전,Platinum,0.1053,0.2727,0.1053,57.83,0.3333,1.0,0,0,0,16.0,2.9957,10
C0386,0,0,0.0002,안전,Platinum,0.0769,1.7586,0.6538,80.0,0.6667,1.6667,0,0,0,15.0,3.2958,3
C0387,1,1,0.5705,주의,Silver,2.0,6.0,8.0,49.55,0.3333,1.0,1,0,0,15.0,0.6931,3
C0388,0,0,0.0158,안전,Platinum,0.1667,0.8,0.3333,70.62,0.3333,0.3333,0,1,0,23.0,2.5649,6
C0389,0,0,0.0053,안전,Platinum,0.125,1.6,1.0,93.94,0.5,1.5,0,0,0,14.0,2.1972,2
C0390,0,0,0.0,안전,Platinum,0.0167,0.0,0.0,120.0,0.5,0.5,1,0,1,13.0,4.1109,5
C0391,0,0,0.0016,안전,Platinum,0.05,0.1818,0.1,72.96,0.5,1.5,1,0,0,17.0,3.0445,4
C0392,1,1,0.9729,고위험,Risk,20.0,1.8182,20.0,44.8,0.6667,1.0,1,0,0,13.0,0.0,2
C0393,0,0,0.1543,안전,Platinum,2.0,3.0,4.0,54.2,0.6667,0.3333,1,0,0,14.0,0.6931,3
C0394,0,0,0.0471,안전,Platinum,0.0769,0.0,0.0,98.52,0.0,2.0,0,0,0,12.0,2.6391,3
C0395,1,1,0.9625,고위험,Risk,2.0,0.75,1.0,49.4,0.3333,1.6667,1,0,0,12.0,0.6931,3
C0396,0,0,0.0619,안전,Platinum,0.1,0.0,0.0,65.11,0.0,2.0,0,0,0,21.0,2.3979,5
C0397,0,0,0.0088,안전,Platinum,0.2,0.4615,0.2,57.26,0.3333,0.6667,0,1,0,19.0,2.3979,4
C0398,0,0,0.005,안전,Platinum,0.25,1.0,0.75,70.74,0.5,2.5,0,0,0,12.0,1.6094,2
C0399,0,0,0.0006,안전,Platinum,0.3667,2.8571,0.3333,20.0,0.0833,0.4167,0,0,1,14.0,3.434,6
C0400,0,0,0.0197,안전,Platinum,0.9286,4.5,0.6429,17.14,0.9286,0.2857,0,0,0,15.0,2.7081,3
C0401,0,0,0.0105,안전,Platinum,0.1765,0.5714,0.1765,48.26,0.5,0.25,0,1,0,19.0,2.8904,5
C0402,1,1,0.8773,위험,Risk,0.05,0.0,0.0,62.4,0.5,1.5,0,0,0,24.0,3.0445,5
C0403,0,0,0.0561,안전,Platinum,0.4286,1.0909,0.4286,37.1,0.75,0.5,0,1,0,20.0,2.0794,2
C0404,0,0,0.0008,안전,Platinum,0.25,1.3636,0.625,67.52,0.6667,0.6667,0,1,0,18.0,2.1972,2
C0405,1,1,0.9986,고위험,Risk,2.0,0.75,1.0,47.25,0.6667,1.0,1,0,0,20.0,0.6931,3
C0406,0,0,0.0086,안전,Platinum,0.7778,4.7059,1.1111,21.52,0.5,0.375,0,0,0,12.0,2.3026,11
C0407,0,0,0.1886,안전,Platinum,10.0,6.3636,70.0,93.63,0.5,1.5,0,0,0,15.0,0.0,2
C0408,0,0,0.0926,안전,Platinum,0.25,0.6667,0.5,61.78,0.0,0.5,1,0,0,19.0,1.6094,4
C0409,0,0,0.0021,안전,Platinum,0.2,0.8571,0.6,75.88,0.5,1.5,0,0,0,12.0,1.7918,6
C0410,1,1,0.8022,위험,Risk,10.0,0.9091,10.0,74.42,0.5,1.5,0,0,0,18.0,0.0,2
C0411,0,0,0.0027,안전,Platinum,0.125,0.3158,0.125,80.0,0.6667,0.3333,0,1,0,14.0,2.8332,10
C0412,0,0,0.0015,안전,Platinum,0.0667,0.2353,0.1333,76.32,0.0,1.5,0,0,0,16.0,2.7726,3
C0413,0,0,0.0688,안전,Platinum,0.3077,2.5,0.6923,46.76,0.4,1.0,1,0,0,14.0,2.6391,3
C0414,0,1,0.5086,주의,Silver,10.0,1.8182,20.0,63.3,0.0,1.0,1,0,0,13.0,0.0,2
C0415,0,0,0.0003,안전,Platinum,0.3333,1.3333,0.6667,73.93,0.6667,0.3333,0,1,0,25.0,1.9459,10
C0416,0,0,0.0369,안전,Platinum,0.4,1.875,1.0,63.61,0.6667,0.3333,1,0,0,12.0,1.7918,4
C0417,0,0,0.0397,안전,Platinum,0.5,1.2857,0.75,61.97,0.3333,0.6667,0,1,0,21.0,1.6094,4
C0418,0,0,0.0004,안전,Platinum,0.2273,2.3571,0.5,27.61,0.8333,0.8333,0,0,0,14.0,3.1355,2
C0419,1,1,0.9941,고위험,Risk,20.0,1.8182,20.0,49.9,0.3333,1.6667,0,0,0,18.0,0.0,9
C0420,1,1,0.9716,고위험,Risk,7.0,7.1111,8.0,23.35,0.5,0.375,1,0,0,16.0,0.6931,3
C0421,0,0,0.0016,안전,Platinum,0.25,0.6667,0.5,65.33,0.5,1.5,0,0,0,19.0,1.6094,1
C0422,0,0,0.1358,안전,Platinum,0.4,1.125,0.6,49.52,0.6667,0.6667,1,0,0,20.0,1.7918,5
C0423,0,0,0.0027,안전,Platinum,0.1818,0.6429,0.2727,66.64,0.6667,0.3333,0,1,0,18.0,2.4849,6
C0424,0,0,0.0004,안전,Platinum,0.1,0.9412,0.2667,60.0,0.75,1.25,0,0,1,12.0,3.434,11
C0425,0,0,0.0022,안전,Platinum,0.75,7.1724,1.0,18.46,0.0769,0.0769,0,1,0,14.0,2.8332,3
C0426,0,0,0.0085,안전,Platinum,0.8,4.5946,0.5,14.12,0.4118,0.2941,0,0,0,15.0,3.0445,10
C0427,0,0,0.0011,안전,Platinum,1.75,4.6667,1.75,21.16,0.375,0.125,0,1,0,11.0,1.6094,5
C0428,1,1,0.9983,고위험,Risk,10.0,0.0,0.0,65.86,0.0,2.5,1,0,0,11.0,0.0,3
C0429,0,0,0.175,안전,Platinum,2.0,2.25,3.0,53.35,0.6667,1.0,0,0,0,19.0,0.6931,3
